,property_id,check_in_date,room_category,successful_bookings,capacity,occupancy_percentage %
1771,18558,18-May-22,RT3,10,26.0,38.46
1772,17564,18-May-22,RT3,10,24.0,41.67
1773,16561,18-May-22,RT3,12,21.0,57.14
1774,16563,18-May-22,RT3,11,20.0,55.0
1775,16562,18-May-22,RT4,2,6.0,33.33
1776,17561,18-May-22,RT4,2,4.0,50.0
1777,17562,18-May-22,RT4,2,6.0,33.33
1778,19561,18-May-22,RT4,2,7.0,28.57
1779,19563,18-May-22,RT4,2,6.0,33.33
1780,16558,18-May-22,RT4,2,3.0,66.67
1781,18559,18-May-22,RT4,4,19.0,21.05
1782,16561,18-May-22,RT4,5,10.0,50.0
1783,18561,18-May-22,RT4,5,9.0,55.56
1784,17560,18-May-22,RT4,6,13.0,46.15
1785,17564,18-May-22,RT4,6,17.0,35.29
1786,19559,18-May-22,RT4,1,3.0,33.33
1787,18560,18-May-22,RT4,7,15.0,46.67
1788,19560,18-May-22,RT4,9,16.0,56.25
1789,17563,18-May-22,RT4,11,19.0,57.89
1790,19562,18-May-22,RT4,7,14.0,50.0
1791,17559,18-May-22,RT4,7,14.0,50.0
1792,18558,18-May-22,RT4,8,20.0,40.0
1793,18562,18-May-22,RT4,10,20.0,50.0
1794,18563,18-May-22,RT4,7,18.0,38.89
1795,16563,18-May-22,RT4,10,18.0,55.56
1796,16559,18-May-22,RT4,9,18.0,50.0
1797,17558,18-May-22,RT4,3,6.0,50.0
1798,16560,18-May-22,RT4,3,7.0,42.86
1799,19558,18-May-22,RT4,3,7.0,42.86
1800,16559,19-May-22,RT1,17,30.0,56.67
1801,18560,19-May-22,RT1,15,30.0,50.0
1802,19562,19-May-22,RT1,15,30.0,50.0
1803,19563,19-May-22,RT1,13,30.0,43.33
1804,17558,19-May-22,RT1,8,19.0,42.11
1805,16558,19-May-22,RT1,12,19.0,63.16
1806,17560,19-May-22,RT1,17,40.0,42.5
1807,19558,19-May-22,RT1,14,40.0,35.0
1808,19560,19-May-22,RT1,12,26.0,46.15
1809,17561,19-May-22,RT1,13,26.0,50.0
1810,16560,19-May-22,RT1,14,34.0,41.18
1811,16561,19-May-22,RT1,10,18.0,55.56
1812,16562,19-May-22,RT1,14,31.0,45.16
1813,16563,19-May-22,RT1,20,41.0,48.78
1814,17559,19-May-22,RT1,21,32.0,65.62
1815,17562,19-May-22,RT1,7,20.0,35.0
1816,17563,19-May-22,RT1,11,25.0,44.0
1817,18558,19-May-22,RT1,7,15.0,46.67
1818,18559,19-May-22,RT1,11,42.0,26.19
1819,18561,19-May-22,RT1,18,33.0,54.55
1820,18562,19-May-22,RT1,20,38.0,52.63
1821,18563,19-May-22,RT1,13,27.0,48.15
1822,19559,19-May-22,RT1,11,24.0,45.83
1823,19561,19-May-22,RT1,15,36.0,41.67
1824,17564,19-May-22,RT1,5,16.0,31.25
1825,19562,19-May-22,RT2,12,23.0,52.17
1826,18563,19-May-22,RT2,12,29.0,41.38
1827,17561,19-May-22,RT2,22,36.0,61.11
1828,17558,19-May-22,RT2,22,50.0,44.0
1829,16562,19-May-22,RT2,18,43.0,41.86
1830,16561,19-May-22,RT2,14,24.0,58.33
1831,16558,19-May-22,RT2,12,22.0,54.55
1832,19560,19-May-22,RT2,20,38.0,52.63
1833,16563,19-May-22,RT2,22,38.0,57.89
1834,16559,19-May-22,RT2,17,41.0,41.46
1835,19559,19-May-22,RT2,17,41.0,41.46
1836,19558,19-May-22,RT2,13,39.0,33.33
1837,17559,19-May-22,RT2,18,39.0,46.15
1838,16560,19-May-22,RT2,13,34.0,38.24
1839,18562,19-May-22,RT2,16,34.0,47.06
1840,18559,19-May-22,RT2,18,44.0,40.91
1841,17563,19-May-22,RT2,21,44.0,47.73
1842,17562,19-May-22,RT2,9,30.0,30.0
1843,18558,19-May-22,RT2,14,30.0,46.67
1844,17564,19-May-22,RT2,14,40.0,35.0
1845,18561,19-May-22,RT2,22,40.0,55.0
1846,18560,19-May-22,RT2,21,40.0,52.5
1847,17560,19-May-22,RT2,19,45.0,42.22
1848,19561,19-May-22,RT2,22,45.0,48.89
1849,19563,19-May-22,RT2,22,45.0,48.89
1850,19563,19-May-22,RT3,11,29.0,37.93
1851,19562,19-May-22,RT3,16,29.0,55.17
1852,19561,19-May-22,RT3,12,29.0,41.38
1853,18562,19-May-22,RT3,15,29.0,51.72
1854,17558,19-May-22,RT3,11,27.0,40.74
1855,17562,19-May-22,RT3,8,27.0,29.63
1856,19559,19-May-22,RT3,11,27.0,40.74
1857,16558,19-May-22,RT3,4,8.0,50.0
1858,16560,19-May-22,RT3,8,20.0,40.0
1859,17559,19-May-22,RT3,8,16.0,50.0
1860,17563,19-May-22,RT3,8,16.0,50.0
1861,18559,19-May-22,RT3,8,23.0,34.78
1862,19558,19-May-22,RT3,8,21.0,38.1
1863,16559,19-May-22,RT3,13,32.0,40.62
1864,16562,19-May-22,RT3,9,18.0,50.0
1865,17561,19-May-22,RT3,9,19.0,47.37
1866,18558,19-May-22,RT3,10,26.0,38.46
1867,18563,19-May-22,RT3,10,23.0,43.48
1868,19560,19-May-22,RT3,10,19.0,52.63
1869,17564,19-May-22,RT3,10,24.0,41.67
1870,16561,19-May-22,RT3,12,21.0,57.14
1871,16563,19-May-22,RT3,11,20.0,55.0
1872,17560,19-May-22,RT3,11,25.0,44.0
1873,18560,19-May-22,RT3,11,24.0,45.83
1874,18561,19-May-22,RT3,11,25.0,44.0
1875,16558,19-May-22,RT4,2,3.0,66.67
1876,18561,19-May-22,RT4,4,9.0,44.44
1877,16561,19-May-22,RT4,5,10.0,50.0
1878,17560,19-May-22,RT4,6,13.0,46.15
1879,17564,19-May-22,RT4,6,17.0,35.29
1880,19559,19-May-22,RT4,1,3.0,33.33
1881,18560,19-May-22,RT4,9,15.0,60.0
1882,19560,19-May-22,RT4,11,16.0,68.75
1883,18559,19-May-22,RT4,7,19.0,36.84
1884,17563,19-May-22,RT4,9,19.0,47.37
1885,19562,19-May-22,RT4,7,14.0,50.0
1886,17559,19-May-22,RT4,7,14.0,50.0
1887,18558,19-May-22,RT4,9,20.0,45.0
1888,18562,19-May-22,RT4,10,20.0,50.0
1889,18563,19-May-22,RT4,8,18.0,44.44
1890,16563,19-May-22,RT4,9,18.0,50.0
1891,16559,19-May-22,RT4,9,18.0,50.0
1892,16562,19-May-22,RT4,3,6.0,50.0
1893,17558,19-May-22,RT4,3,6.0,50.0
1894,17562,19-May-22,RT4,3,6.0,50.0
1895,19563,19-May-22,RT4,3,6.0,50.0
1896,16560,19-May-22,RT4,3,7.0,42.86
1897,19558,19-May-22,RT4,3,7.0,42.86
1898,19561,19-May-22,RT4,3,7.0,42.86
1899,17561,19-May-22,RT4,3,4.0,75.0
1900,19563,20-May-22,RT3,10,29.0,34.48
1901,18560,20-May-22,RT1,18,30.0,60.0
1902,19562,20-May-22,RT1,14,30.0,46.67
1903,19563,20-May-22,RT1,12,30.0,40.0
1904,17558,20-May-22,RT1,8,19.0,42.11
1905,16558,20-May-22,RT1,9,19.0,47.37
1906,17560,20-May-22,RT1,16,40.0,40.0
1907,19558,20-May-22,RT1,13,40.0,32.5
1908,19560,20-May-22,RT1,14,26.0,53.85
1909,17561,20-May-22,RT1,12,26.0,46.15
1910,16560,20-May-22,RT1,13,34.0,38.24
1911,16561,20-May-22,RT1,9,18.0,50.0
1912,16562,20-May-22,RT1,13,31.0,41.94
1913,16563,20-May-22,RT1,21,41.0,51.22
1914,17559,20-May-22,RT1,20,32.0,62.5
1915,17562,20-May-22,RT1,7,20.0,35.0
1916,17563,20-May-22,RT1,14,25.0,56.0
1917,18558,20-May-22,RT1,6,15.0,40.0
1918,18559,20-May-22,RT1,16,42.0,38.1
1919,18561,20-May-22,RT1,14,33.0,42.42
1920,18562,20-May-22,RT1,20,38.0,52.63
1921,18563,20-May-22,RT1,11,27.0,40.74
1922,19559,20-May-22,RT1,9,24.0,37.5
1923,19561,20-May-22,RT1,15,36.0,41.67
1924,17564,20-May-22,RT1,6,16.0,37.5
1925,19562,20-May-22,RT2,12,23.0,52.17
1926,18563,20-May-22,RT2,14,29.0,48.28
1927,17561,20-May-22,RT2,16,36.0,44.44
1928,17558,20-May-22,RT2,19,50.0,38.0
1929,16562,20-May-22,RT2,18,43.0,41.86
1930,16561,20-May-22,RT2,12,24.0,50.0
1931,16558,20-May-22,RT2,11,22.0,50.0
1932,19560,20-May-22,RT2,19,38.0,50.0
1933,16563,20-May-22,RT2,19,38.0,50.0
1934,16559,20-May-22,RT2,17,41.0,41.46
1935,19559,20-May-22,RT2,18,41.0,43.9
1936,19558,20-May-22,RT2,14,39.0,35.9
1937,17559,20-May-22,RT2,20,39.0,51.28
1938,16560,20-May-22,RT2,14,34.0,41.18
1939,18562,20-May-22,RT2,17,34.0,50.0
1940,18559,20-May-22,RT2,17,44.0,38.64
1941,17563,20-May-22,RT2,26,44.0,59.09
1942,17562,20-May-22,RT2,11,30.0,36.67
1943,18558,20-May-22,RT2,12,30.0,40.0
1944,17564,20-May-22,RT2,14,40.0,35.0
1945,18561,20-May-22,RT2,20,40.0,50.0
1946,18560,20-May-22,RT2,20,40.0,50.0
1947,17560,20-May-22,RT2,21,45.0,46.67
1948,19561,20-May-22,RT2,22,45.0,48.89
1949,19563,20-May-22,RT2,19,45.0,42.22
1950,16559,20-May-22,RT1,15,30.0,50.0
1951,19562,20-May-22,RT3,17,29.0,58.62
1952,19561,20-May-22,RT3,11,29.0,37.93
1953,18562,20-May-22,RT3,15,29.0,51.72
1954,17558,20-May-22,RT3,11,27.0,40.74
1955,17562,20-May-22,RT3,10,27.0,37.04
1956,19559,20-May-22,RT3,11,27.0,40.74
1957,16559,20-May-22,RT3,16,32.0,50.0
1958,16558,20-May-22,RT3,4,8.0,50.0
1959,18561,20-May-22,RT3,15,25.0,60.0
1960,19558,20-May-22,RT3,6,21.0,28.57
1961,16562,20-May-22,RT3,8,18.0,44.44
1962,18563,20-May-22,RT3,8,23.0,34.78
1963,17564,20-May-22,RT3,8,24.0,33.33
1964,16560,20-May-22,RT3,9,20.0,45.0
1965,17559,20-May-22,RT3,9,16.0,56.25
1966,17561,20-May-22,RT3,9,19.0,47.37
1967,17563,20-May-22,RT3,9,16.0,56.25
1968,18559,20-May-22,RT3,9,23.0,39.13
1969,16561,20-May-22,RT3,10,21.0,47.62
1970,19560,20-May-22,RT3,10,19.0,52.63
1971,18558,20-May-22,RT3,12,26.0,46.15
1972,18560,20-May-22,RT3,12,24.0,50.0
1973,16563,20-May-22,RT3,11,20.0,55.0
1974,17560,20-May-22,RT3,11,25.0,44.0
1975,16562,20-May-22,RT4,2,6.0,33.33
1976,17558,20-May-22,RT4,2,6.0,33.33
1977,17562,20-May-22,RT4,2,6.0,33.33
1978,19558,20-May-22,RT4,2,7.0,28.57
1979,19559,20-May-22,RT4,2,3.0,66.67
1980,16558,20-May-22,RT4,2,3.0,66.67
1981,17560,20-May-22,RT4,5,13.0,38.46
1982,18561,20-May-22,RT4,5,9.0,55.56
1983,16561,20-May-22,RT4,6,10.0,60.0
1984,17564,20-May-22,RT4,7,17.0,41.18
1985,18560,20-May-22,RT4,7,15.0,46.67
1986,19560,20-May-22,RT4,8,16.0,50.0
1987,18559,20-May-22,RT4,7,19.0,36.84
1988,17563,20-May-22,RT4,10,19.0,52.63
1989,19562,20-May-22,RT4,8,14.0,57.14
1990,17559,20-May-22,RT4,8,14.0,57.14
1991,18558,20-May-22,RT4,8,20.0,40.0
1992,18562,20-May-22,RT4,11,20.0,55.0
1993,18563,20-May-22,RT4,8,18.0,44.44
1994,16563,20-May-22,RT4,9,18.0,50.0
1995,16559,20-May-22,RT4,9,18.0,50.0
1996,19563,20-May-22,RT4,3,6.0,50.0
1997,16560,20-May-22,RT4,3,7.0,42.86
1998,19561,20-May-22,RT4,3,7.0,42.86
1999,17561,20-May-22,RT4,3,4.0,75.0
2000,16559,21-May-22,RT1,19,30.0,63.33
2001,19562,21-May-22,RT1,25,30.0,83.33
2002,19563,21-May-22,RT1,16,30.0,53.33
2003,17558,21-May-22,RT1,12,19.0,63.16
2004,16558,21-May-22,RT1,13,19.0,68.42
2005,17560,21-May-22,RT1,26,40.0,65.0
2006,19558,21-May-22,RT1,23,40.0,57.5
2007,19560,21-May-22,RT1,20,26.0,76.92
2008,17561,21-May-22,RT1,21,26.0,80.77
2009,16560,21-May-22,RT1,19,34.0,55.88
2010,16561,21-May-22,RT1,13,18.0,72.22
2011,16562,21-May-22,RT1,21,31.0,67.74
2012,16563,21-May-22,RT1,33,41.0,80.49
2013,17559,21-May-22,RT1,23,32.0,71.88
2014,17562,21-May-22,RT1,10,20.0,50.0
2015,17563,21-May-22,RT1,17,25.0,68.0
2016,18558,21-May-22,RT1,8,15.0,53.33
2017,18559,21-May-22,RT1,18,42.0,42.86
2018,18561,21-May-22,RT1,23,33.0,69.7
2019,18562,21-May-22,RT1,25,38.0,65.79
2020,18563,21-May-22,RT1,16,27.0,59.26
2021,19559,21-May-22,RT1,13,24.0,54.17
2022,19561,21-May-22,RT1,25,36.0,69.44
2023,17564,21-May-22,RT1,9,16.0,56.25
2024,19562,21-May-22,RT2,17,23.0,73.91
2025,18563,21-May-22,RT2,18,29.0,62.07
2026,17561,21-May-22,RT2,28,36.0,77.78
2027,17558,21-May-22,RT2,31,50.0,62.0
2028,16562,21-May-22,RT2,29,43.0,67.44
2029,16561,21-May-22,RT2,16,24.0,66.67
2030,16558,21-May-22,RT2,16,22.0,72.73
2031,19560,21-May-22,RT2,29,38.0,76.32
2032,16563,21-May-22,RT2,28,38.0,73.68
2033,16559,21-May-22,RT2,28,41.0,68.29
2034,19559,21-May-22,RT2,23,41.0,56.1
2035,19558,21-May-22,RT2,18,39.0,46.15
2036,17559,21-May-22,RT2,28,39.0,71.79
2037,16560,21-May-22,RT2,23,34.0,67.65
2038,18562,21-May-22,RT2,25,34.0,73.53
2039,18559,21-May-22,RT2,18,44.0,40.91
2040,17563,21-May-22,RT2,30,44.0,68.18
2041,17562,21-May-22,RT2,14,30.0,46.67
2042,18558,21-May-22,RT2,18,30.0,60.0
2043,17564,21-May-22,RT2,20,40.0,50.0
2044,18561,21-May-22,RT2,30,40.0,75.0
2045,18560,21-May-22,RT2,32,40.0,80.0
2046,17560,21-May-22,RT2,31,45.0,68.89
2047,19561,21-May-22,RT2,28,45.0,62.22
2048,19563,21-May-22,RT2,25,45.0,55.56
2049,19563,21-May-22,RT3,19,29.0,65.52
2050,18560,21-May-22,RT1,25,30.0,83.33
2051,19562,21-May-22,RT3,23,29.0,79.31
2052,19561,21-May-22,RT3,17,29.0,58.62
2053,18562,21-May-22,RT3,23,29.0,79.31
2054,17558,21-May-22,RT3,17,27.0,62.96
2055,17562,21-May-22,RT3,14,27.0,51.85
2056,19559,21-May-22,RT3,17,27.0,62.96
2057,16559,21-May-22,RT3,23,32.0,71.88
2058,16558,21-May-22,RT3,5,8.0,62.5
2059,17560,21-May-22,RT3,16,25.0,64.0
2060,18561,21-May-22,RT3,19,25.0,76.0
2061,16561,21-May-22,RT3,16,21.0,76.19
2062,18560,21-May-22,RT3,18,24.0,75.0
2063,19560,21-May-22,RT3,16,19.0,84.21
2064,18558,21-May-22,RT3,15,26.0,57.69
2065,18563,21-May-22,RT3,15,23.0,65.22
2066,16563,21-May-22,RT3,13,20.0,65.0
2067,17561,21-May-22,RT3,13,19.0,68.42
2068,17563,21-May-22,RT3,13,16.0,81.25
2069,16562,21-May-22,RT3,10,18.0,55.56
2070,16560,21-May-22,RT3,12,20.0,60.0
2071,18559,21-May-22,RT3,12,23.0,52.17
2072,17564,21-May-22,RT3,12,24.0,50.0
2073,17559,21-May-22,RT3,11,16.0,68.75
2074,19558,21-May-22,RT3,11,21.0,52.38
2075,19559,21-May-22,RT4,2,3.0,66.67
2076,16558,21-May-22,RT4,2,3.0,66.67
2077,17558,21-May-22,RT4,4,6.0,66.67
2078,19563,21-May-22,RT4,4,6.0,66.67
2079,16560,21-May-22,RT4,4,7.0,57.14
2080,19561,21-May-22,RT4,4,7.0,57.14
2081,16561,21-May-22,RT4,9,10.0,90.0
2082,17560,21-May-22,RT4,8,13.0,61.54
2083,18561,21-May-22,RT4,7,9.0,77.78
2084,17564,21-May-22,RT4,7,17.0,41.18
2085,18560,21-May-22,RT4,12,15.0,80.0
2086,19560,21-May-22,RT4,12,16.0,75.0
2087,18559,21-May-22,RT4,9,19.0,47.37
2088,17563,21-May-22,RT4,16,19.0,84.21
2089,19562,21-May-22,RT4,10,14.0,71.43
2090,17559,21-May-22,RT4,10,14.0,71.43
2091,18558,21-May-22,RT4,12,20.0,60.0
2092,18562,21-May-22,RT4,14,20.0,70.0
2093,18563,21-May-22,RT4,10,18.0,55.56
2094,16563,21-May-22,RT4,14,18.0,77.78
2095,16559,21-May-22,RT4,13,18.0,72.22
2096,16562,21-May-22,RT4,3,6.0,50.0
2097,17562,21-May-22,RT4,3,6.0,50.0
2098,19558,21-May-22,RT4,3,7.0,42.86
2099,17561,21-May-22,RT4,3,4.0,75.0
2100,16559,22-May-22,RT1,28,30.0,93.33
2101,18560,22-May-22,RT1,28,30.0,93.33
2102,19562,22-May-22,RT1,25,30.0,83.33
2103,19563,22-May-22,RT1,24,30.0,80.0
2104,17558,22-May-22,RT1,14,19.0,73.68
2105,16558,22-May-22,RT1,17,19.0,89.47
2106,17560,22-May-22,RT1,30,40.0,75.0
2107,19558,22-May-22,RT1,22,40.0,55.0
2108,19560,22-May-22,RT1,23,26.0,88.46
2109,17561,22-May-22,RT1,24,26.0,92.31
2110,16560,22-May-22,RT1,24,34.0,70.59
2111,16561,22-May-22,RT1,16,18.0,88.89
2112,16562,22-May-22,RT1,22,31.0,70.97
2113,16563,22-May-22,RT1,35,41.0,85.37
2114,17559,22-May-22,RT1,31,32.0,96.88
2115,17562,22-May-22,RT1,12,20.0,60.0
2116,17563,22-May-22,RT1,23,25.0,92.0
2117,18558,22-May-22,RT1,11,15.0,73.33
2118,18559,22-May-22,RT1,26,42.0,61.9
2119,18561,22-May-22,RT1,28,33.0,84.85
2120,18562,22-May-22,RT1,33,38.0,86.84
2121,18563,22-May-22,RT1,19,27.0,70.37
2122,19559,22-May-22,RT1,18,24.0,75.0
2123,19561,22-May-22,RT1,27,36.0,75.0
2124,17564,22-May-22,RT1,10,16.0,62.5
2125,19562,22-May-22,RT2,23,23.0,100.0
2126,18563,22-May-22,RT2,21,29.0,72.41
2127,17561,22-May-22,RT2,29,36.0,80.56
2128,17558,22-May-22,RT2,38,50.0,76.0
2129,16562,22-May-22,RT2,30,43.0,69.77
2130,16561,22-May-22,RT2,24,24.0,100.0
2131,16558,22-May-22,RT2,20,22.0,90.91
2132,19560,22-May-22,RT2,34,38.0,89.47
2133,16563,22-May-22,RT2,35,38.0,92.11
2134,16559,22-May-22,RT2,38,41.0,92.68
2135,19559,22-May-22,RT2,30,41.0,73.17
2136,19558,22-May-22,RT2,24,39.0,61.54
2137,17559,22-May-22,RT2,33,39.0,84.62
2138,16560,22-May-22,RT2,24,34.0,70.59
2139,18562,22-May-22,RT2,30,34.0,88.24
2140,18559,22-May-22,RT2,28,44.0,63.64
2141,17563,22-May-22,RT2,38,44.0,86.36
2142,17562,22-May-22,RT2,20,30.0,66.67
2143,18558,22-May-22,RT2,24,30.0,80.0
2144,17564,22-May-22,RT2,22,40.0,55.0
2145,18561,22-May-22,RT2,34,40.0,85.0
2146,18560,22-May-22,RT2,36,40.0,90.0
2147,17560,22-May-22,RT2,33,45.0,73.33
2148,19561,22-May-22,RT2,32,45.0,71.11
2149,19563,22-May-22,RT2,31,45.0,68.89
2150,19563,22-May-22,RT3,21,29.0,72.41
2151,19562,22-May-22,RT3,24,29.0,82.76
2152,19561,22-May-22,RT3,22,29.0,75.86
2153,18562,22-May-22,RT3,27,29.0,93.1
2154,17558,22-May-22,RT3,20,27.0,74.07
2155,17562,22-May-22,RT3,17,27.0,62.96
2156,19559,22-May-22,RT3,18,27.0,66.67
2157,16559,22-May-22,RT3,28,32.0,87.5
2158,16558,22-May-22,RT3,7,8.0,87.5
2159,17560,22-May-22,RT3,18,25.0,72.0
2160,18561,22-May-22,RT3,21,25.0,84.0
2161,16561,22-May-22,RT3,19,21.0,90.48
2162,16563,22-May-22,RT3,19,20.0,95.0
2163,17559,22-May-22,RT3,16,16.0,100.0
2164,17561,22-May-22,RT3,17,19.0,89.47
2165,17563,22-May-22,RT3,16,16.0,100.0
2166,18558,22-May-22,RT3,19,26.0,73.08
2167,18560,22-May-22,RT3,22,24.0,91.67
2168,18563,22-May-22,RT3,18,23.0,78.26
2169,19560,22-May-22,RT3,17,19.0,89.47
2170,18559,22-May-22,RT3,15,23.0,65.22
2171,16562,22-May-22,RT3,13,18.0,72.22
2172,16560,22-May-22,RT3,14,20.0,70.0
2173,17564,22-May-22,RT3,14,24.0,58.33
2174,19558,22-May-22,RT3,11,21.0,52.38
2175,19559,22-May-22,RT4,2,3.0,66.67
2176,16562,22-May-22,RT4,4,6.0,66.67
2177,17562,22-May-22,RT4,4,6.0,66.67
2178,19563,22-May-22,RT4,4,6.0,66.67
2179,17561,22-May-22,RT4,4,4.0,100.0
2180,17558,22-May-22,RT4,5,6.0,83.33
2181,19558,22-May-22,RT4,5,7.0,71.43
2182,19561,22-May-22,RT4,5,7.0,71.43
2183,16560,22-May-22,RT4,6,7.0,85.71
2184,16561,22-May-22,RT4,9,10.0,90.0
2185,17560,22-May-22,RT4,10,13.0,76.92
2186,18561,22-May-22,RT4,8,9.0,88.89
2187,17564,22-May-22,RT4,12,17.0,70.59
2188,18560,22-May-22,RT4,14,15.0,93.33
2189,19560,22-May-22,RT4,14,16.0,87.5
2190,18559,22-May-22,RT4,13,19.0,68.42
2191,17563,22-May-22,RT4,17,19.0,89.47
2192,19562,22-May-22,RT4,11,14.0,78.57
2193,17559,22-May-22,RT4,12,14.0,85.71
2194,18558,22-May-22,RT4,16,20.0,80.0
2195,18562,22-May-22,RT4,18,20.0,90.0
2196,18563,22-May-22,RT4,13,18.0,72.22
2197,16563,22-May-22,RT4,18,18.0,100.0
2198,16559,22-May-22,RT4,16,18.0,88.89
2199,16558,22-May-22,RT4,3,3.0,100.0
2200,19563,23-May-22,RT3,15,29.0,51.72
2201,16559,23-May-22,RT1,18,30.0,60.0
2202,18560,23-May-22,RT1,18,30.0,60.0
2203,19562,23-May-22,RT1,21,30.0,70.0
2204,19563,23-May-22,RT1,15,30.0,50.0
2205,17558,23-May-22,RT1,10,19.0,52.63
2206,16558,23-May-22,RT1,13,19.0,68.42
2207,17560,23-May-22,RT1,19,40.0,47.5
2208,19558,23-May-22,RT1,19,40.0,47.5
2209,19560,23-May-22,RT1,17,26.0,65.38
2210,17561,23-May-22,RT1,17,26.0,65.38
2211,16560,23-May-22,RT1,15,34.0,44.12
2212,16561,23-May-22,RT1,12,18.0,66.67
2213,16562,23-May-22,RT1,16,31.0,51.61
2214,16563,23-May-22,RT1,28,41.0,68.29
2215,17559,23-May-22,RT1,21,32.0,65.62
2216,17562,23-May-22,RT1,8,20.0,40.0
2217,17563,23-May-22,RT1,17,25.0,68.0
2218,18558,23-May-22,RT1,9,15.0,60.0
2219,18559,23-May-22,RT1,15,42.0,35.71
2220,18561,23-May-22,RT1,21,33.0,63.64
2221,18562,23-May-22,RT1,24,38.0,63.16
2222,18563,23-May-22,RT1,15,27.0,55.56
2223,19559,23-May-22,RT1,13,24.0,54.17
2224,19561,23-May-22,RT1,16,36.0,44.44
2225,17564,23-May-22,RT1,7,16.0,43.75
2226,19562,23-May-22,RT2,15,23.0,65.22
2227,18563,23-May-22,RT2,15,29.0,51.72
2228,17561,23-May-22,RT2,23,36.0,63.89
2229,17558,23-May-22,RT2,23,50.0,46.0
2230,16562,23-May-22,RT2,23,43.0,53.49
2231,16561,23-May-22,RT2,13,24.0,54.17
2232,16558,23-May-22,RT2,14,22.0,63.64
2233,19560,23-May-22,RT2,24,38.0,63.16
2234,16563,23-May-22,RT2,25,38.0,65.79
2235,16559,23-May-22,RT2,24,41.0,58.54
2236,19559,23-May-22,RT2,22,41.0,53.66
2237,19558,23-May-22,RT2,14,39.0,35.9
2238,17559,23-May-22,RT2,25,39.0,64.1
2239,16560,23-May-22,RT2,16,34.0,47.06
2240,18562,23-May-22,RT2,20,34.0,58.82
2241,18559,23-May-22,RT2,19,44.0,43.18
2242,17563,23-May-22,RT2,29,44.0,65.91
2243,17562,23-May-22,RT2,14,30.0,46.67
2244,18558,23-May-22,RT2,14,30.0,46.67
2245,17564,23-May-22,RT2,14,40.0,35.0
2246,18561,23-May-22,RT2,25,40.0,62.5
2247,18560,23-May-22,RT2,26,40.0,65.0
2248,17560,23-May-22,RT2,22,45.0,48.89
2249,19561,23-May-22,RT2,24,45.0,53.33
2250,19563,23-May-22,RT2,25,45.0,55.56
2251,19562,23-May-22,RT3,17,29.0,58.62
2252,19561,23-May-22,RT3,14,29.0,48.28
2253,18562,23-May-22,RT3,18,29.0,62.07
2254,17558,23-May-22,RT3,13,27.0,48.15
2255,17562,23-May-22,RT3,12,27.0,44.44
2256,19559,23-May-22,RT3,16,27.0,59.26
2257,16559,23-May-22,RT3,22,32.0,68.75
2258,16558,23-May-22,RT3,4,8.0,50.0
2259,18561,23-May-22,RT3,16,25.0,64.0
2260,16561,23-May-22,RT3,15,21.0,71.43
2261,19558,23-May-22,RT3,8,21.0,38.1
2262,16563,23-May-22,RT3,14,20.0,70.0
2263,17561,23-May-22,RT3,14,19.0,73.68
2264,18560,23-May-22,RT3,14,24.0,58.33
2265,16562,23-May-22,RT3,9,18.0,50.0
2266,17563,23-May-22,RT3,9,16.0,56.25
2267,16560,23-May-22,RT3,10,20.0,50.0
2268,17560,23-May-22,RT3,12,25.0,48.0
2269,18558,23-May-22,RT3,12,26.0,46.15
2270,19560,23-May-22,RT3,12,19.0,63.16
2271,17564,23-May-22,RT3,12,24.0,50.0
2272,17559,23-May-22,RT3,11,16.0,68.75
2273,18559,23-May-22,RT3,11,23.0,47.83
2274,18563,23-May-22,RT3,11,23.0,47.83
2275,16558,23-May-22,RT4,2,3.0,66.67
2276,16560,23-May-22,RT4,4,7.0,57.14
2277,19561,23-May-22,RT4,4,7.0,57.14
2278,18561,23-May-22,RT4,5,9.0,55.56
2279,16561,23-May-22,RT4,6,10.0,60.0
2280,17560,23-May-22,RT4,7,13.0,53.85
2281,19559,23-May-22,RT4,1,3.0,33.33
2282,17564,23-May-22,RT4,8,17.0,47.06
2283,18560,23-May-22,RT4,11,15.0,73.33
2284,19560,23-May-22,RT4,11,16.0,68.75
2285,18559,23-May-22,RT4,9,19.0,47.37
2286,17563,23-May-22,RT4,12,19.0,63.16
2287,19562,23-May-22,RT4,9,14.0,64.29
2288,17559,23-May-22,RT4,9,14.0,64.29
2289,18558,23-May-22,RT4,10,20.0,50.0
2290,18562,23-May-22,RT4,11,20.0,55.0
2291,18563,23-May-22,RT4,9,18.0,50.0
2292,16563,23-May-22,RT4,12,18.0,66.67
2293,16559,23-May-22,RT4,9,18.0,50.0
2294,16562,23-May-22,RT4,3,6.0,50.0
2295,17558,23-May-22,RT4,3,6.0,50.0
2296,17562,23-May-22,RT4,3,6.0,50.0
2297,19563,23-May-22,RT4,3,6.0,50.0
2298,19558,23-May-22,RT4,3,7.0,42.86
2299,17561,23-May-22,RT4,3,4.0,75.0
2300,19563,24-May-22,RT3,14,29.0,48.28
2301,18560,24-May-22,RT1,17,30.0,56.67
2302,19562,24-May-22,RT1,17,30.0,56.67
2303,19563,24-May-22,RT1,14,30.0,46.67
2304,17558,24-May-22,RT1,9,19.0,47.37
2305,16558,24-May-22,RT1,11,19.0,57.89
2306,17560,24-May-22,RT1,20,40.0,50.0
2307,19558,24-May-22,RT1,16,40.0,40.0
